Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,O-C,H-L,%CVol,Bid,Ask,Implied Volatility,Ask Implied Volatility,Bid Implied Volatility,Delta,Theta,Gamma,Open Interest,Rho,Vega,Mid Price
23-May-2023,305.3,+20.1,+7.0%,,,,,,,,,,17.8,,,-0.5,-0.2,0.0,0,-21.6,16.8,
22-May-2023,285.2,+0.6,+0.2%,,,,,,,,,,17.5,,,-0.5,-0.2,0.0,0,-20.9,16.8,
19-May-2023,284.6,-16.6,-5.5%,,,,,,,,,,17.7,,,-0.5,-0.2,0.0,0,-20.9,16.8,
18-May-2023,301.2,-27.4,-8.3%,,,,,,,,,,18.1,,,-0.5,-0.2,0.0,0,-22.8,17.0,
17-May-2023,328.6,-1.7,-0.5%,,,,,,,,,,18.1,,,-0.5,-0.2,0.0,0,-22.8,17.0,
16-May-2023,330.3,-5.6,-1.7%,,,,,,,,,,18.0,,,-0.5,-0.2,0.0,0,-22.9,17.1,
15-May-2023,335.9,-2.5,-0.7%,,,,,,,,,,18.2,,,-0.5,-0.2,0.0,0,-23.1,15.8,
12-May-2023,338.4,-11.4,-3.3%,,,,,,,,,,18.0,,,-0.5,-0.2,0.0,0,-23.4,15.9,
11-May-2023,349.8,-7.0,-2.0%,,,,,,,,,,18.3,,,-0.5,-0.2,0.0,0,-23.8,15.9,
10-May-2023,356.8,+9.7,+2.8%,,,,,,,,,,18.7,,,-0.5,-0.2,0.0,0,-23.8,15.9,
09-May-2023,347.1,+9.7,+2.9%,,,,,,,,,,18.4,,,-0.5,-0.2,0.0,0,-23.4,17.2,
08-May-2023,337.4,-9.5,-2.7%,,,,,,,,,,18.4,,,-0.5,-0.2,0.0,0,-23.4,17.2,
05-May-2023,346.9,-31.2,-8.3%,,,,,,,,,,18.5,,,-0.5,-0.2,0.0,0,-23.9,16.0,
04-May-2023,378.1,+21.8,+6.1%,,,,,,,,368.7,382.0,18.4,18.6,17.8,-0.5,-0.2,0.0,0,-25.2,16.1,375.4
03-May-2023,356.3,-13.4,-3.6%,,,,,,,,,,17.9,,,-0.5,-0.2,0.0,0,-24.7,16.1,
02-May-2023,369.7,+34.1,+10.2%,,,,,,,,,,18.3,,,-0.5,-0.2,0.0,0,-25.2,16.2,
28-Apr-2023,335.6,-3.5,-1.0%,,,,,,,,,,18.3,,,-0.5,-0.2,0.0,0,-23.9,17.5,
27-Apr-2023,339.1,-9.6,-2.8%,,,,,,,,,,18.3,,,-0.5,-0.2,0.0,0,-24.0,17.5,
26-Apr-2023,348.7,+17.6,+5.3%,,,,,,,,,,18.5,,,-0.5,-0.2,0.0,0,-24.3,17.5,
25-Apr-2023,331.1,+11.8,+3.7%,,,,,,,,,,18.1,,,-0.5,-0.2,0.0,0,-23.8,17.5,
24-Apr-2023,319.3,-2.0,-0.6%,,,,,,,,,,18.3,,,-0.5,-0.2,0.0,0,-23.4,17.5,
21-Apr-2023,321.3,-8.7,-2.6%,,,,,,,,,,18.3,,,-0.5,-0.2,0.0,0,-23.4,17.5,
20-Apr-2023,330.0,+8.0,+2.5%,,,,,,,,,,18.2,,,-0.5,-0.3,0.0,0,-24.0,17.6,
19-Apr-2023,322.0,-1.2,-0.4%,,,,,,,,,,18.0,,,-0.5,-0.2,0.0,0,-23.8,17.6,
18-Apr-2023,323.2,-14.9,-4.4%,,,,,,,,,,18.0,,,-0.5,-0.2,0.0,0,-23.9,17.6,
17-Apr-2023,338.1,+7.0,+2.1%,,,,,,,,,,18.2,,,-0.5,-0.2,0.0,0,-24.5,17.7,
14-Apr-2023,331.1,-12.6,-3.7%,,,,,,,,,,18.3,,,-0.5,-0.2,0.0,0,-24.2,17.7,
13-Apr-2023,343.7,-16.3,-4.5%,,,,,,,,,,18.3,,,-0.5,-0.2,0.0,0,-24.9,17.8,
12-Apr-2023,360.0,-1.9,-0.5%,,,,,,,,,,18.4,,,-0.5,-0.2,0.0,0,-25.6,16.5,
11-Apr-2023,361.9,-20.3,-5.3%,,,,,,,,,,18.4,,,-0.5,-0.2,0.0,0,-25.7,16.5,
06-Apr-2023,382.2,-13.0,-3.3%,,,,,,,,,,18.6,,,-0.5,-0.2,0.0,0,-26.6,16.6,
05-Apr-2023,395.2,+17.7,+4.7%,,,,,,,,,,19.1,,,-0.5,-0.2,0.0,0,-26.9,16.6,
04-Apr-2023,377.5,-3.6,-0.9%,,,,,,,,,,18.6,,,-0.5,-0.2,0.0,0,-26.6,16.7,
03-Apr-2023,381.1,+2.1,+0.6%,,,,,,,,,,18.6,,,-0.5,-0.2,0.0,0,-26.7,16.7,
31-Mar-2023,379.0,-14.8,-3.8%,,,,,,,,,,18.7,,,-0.5,-0.2,0.0,0,-26.8,16.7,
30-Mar-2023,393.8,-37.8,-8.8%,,,,,,,,400.4,,18.6,,19.1,-0.5,-0.2,0.0,0,-27.5,16.8,200.2
29-Mar-2023,431.6,-35.5,-7.6%,,,,,,,,,,18.9,,,-0.6,-0.2,0.0,0,-28.8,16.9,
28-Mar-2023,467.1,-5.1,-1.1%,,,,,,,,,,18.9,,,-0.6,-0.2,0.0,0,-30.2,17.0,
27-Mar-2023,472.2,-35.3,-7.0%,,,,,,,,,,19.0,,,-0.6,-0.2,0.0,0,-30.4,17.0,
24-Mar-2023,507.5,+60.6,+13.6%,,,,,,,,,,19.9,,,-0.6,-0.2,0.0,0,-31.2,17.0,
23-Mar-2023,446.9,-2.0,-0.4%,,,,,,,,,,19.0,,,-0.6,-0.2,0.0,0,-29.7,17.1,
22-Mar-2023,448.9,-20.4,-4.3%,,,,,,,,,,18.6,,,-0.6,-0.1,0.0,0,-30.1,17.1,
21-Mar-2023,469.3,-54.3,-10.4%,,,,,,,,,,19.1,,,-0.6,-0.2,0.0,0,-30.6,17.1,
20-Mar-2023,523.6,,,,,,,,,,522.8,,20.1,,,-0.6,-0.2,0.0,0,-31.8,17.1,261.4
17-Mar-2023,,,,,,,,,,,,,,,,,,,0,,,
